,route_names,route_links,bus_names,bus_types,departing_time,duration,reaching_time,star_rating,prices,seats_available
6977,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),22:15,06h 45m,05:00,"4.3
41",INR 560,31 Seats available
6978,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),22:35,06h 05m,04:40,New,INR 3999,44 Seats available
6979,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,08h 35m,05:55,"4.4
35",INR 500,32 Seats available
6980,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,07h 30m,04:50,"4.7
21",INR 700,29 Seats available
6981,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:30,05h 45m,05:15,"2.9
61",INR 500,34 Seats available
6982,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:20,06h 40m,05:00,"2.9
41",INR 450,33 Seats available
6983,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Morning Star Travels,A/C Sleeper (2+1),22:30,05h 50m,04:20,"2.9
35",INR 750,30 Seats available
6984,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:45,06h 15m,05:00,"2.3
59",INR 990,30 Seats available
6985,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Morning Star Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),03:20,05h 40m,09:00,"2.7
10",INR 790,31 Seats available
6986,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,MAHABAHUSRIKVRTRAVELS,Non A/C Seater / Sleeper (2+1),16:00,07h 00m,23:00,"1.2
5",INR 700,36 Seats available
6987,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,VSR Tours and Travels,A/C Sleeper (2+1),23:00,05h 30m,04:30,4.5,INR 649,24 Seats available
6988,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,SAIRAJ TRAVELS,Non A/C Seater / Sleeper (2+1),22:15,06h 45m,05:00,4.1,2850,32 Seats available
6989,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Gupta Travels Galaxy,A/C Seater / Sleeper (2+2),21:00,06h 45m,03:45,2.2,855,51 Seats available
6990,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Gupta Travels Galaxy,A/C Sleeper (2+1),17:15,04h 30m,21:45,2.2,INR 800,30 Seats available
6991,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Nani’s Sai Krishna Travels,NON A/C Hi-Tech Push Back (2+2),22:20,06h 50m,05:10,2.9,INR 610,24 Seats available
6992,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:20,06h 40m,05:00,2.9,INR 410,26 Seats available
6993,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Maa Bankeshwari -Gupta Travels Galaxy,NON A/C Seater / Sleeper (2+2),19:15,05h 45m,01:00,2.2,618,50 Seats available
6994,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,MAHABAHUSRIKVRTRAVELS,A/C Seater / Sleeper (2+1),17:00,05h 45m,22:45,1.2,INR 1300,23 Seats available
6995,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7306,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:15,04h 15m,08:30,"4.0
50",INR 365,19 Seats available
6996,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7343,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,04h 45m,09:45,"3.7
36",INR 365,27 Seats available
6997,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7353,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:05,04h 30m,10:35,"3.8
15",INR 365,30 Seats available
6998,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7357,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:45,04h 20m,11:05,"3.8
17",INR 365,31 Seats available
6999,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7386,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:55,04h 10m,12:05,"3.5
13",INR 365,29 Seats available
7000,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7467,RAJDHANI (A.C. Semi Sleeper),09:40,04h 25m,14:05,"4.7
12",INR 442,21 Seats available
7001,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7349,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:45,04h 15m,15:00,"3.9
25",INR 365,31 Seats available
7002,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7373,RAJDHANI (A.C. Semi Sleeper),11:30,04h 35m,16:05,"4.5
20",INR 442,22 Seats available
7003,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7471,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:40,04h 15m,16:55,"3.4
18",INR 365,31 Seats available
7004,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7461,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,04h 10m,17:50,"4.2
16",INR 365,6 Seats available
7005,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7339,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:15,04h 20m,18:35,"2.8
16",INR 365,30 Seats available
7006,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7881,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:20,04h 10m,19:30,"4.6
22",INR 365,31 Seats available
7007,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7465,RAJDHANI (A.C. Semi Sleeper),15:40,04h 25m,20:05,"3.6
28",INR 442,30 Seats available
7008,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7351,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,04h 30m,21:00,"3.1
16",INR 365,30 Seats available
7009,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7418,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:40,04h 25m,21:05,"4.3
7",INR 365,31 Seats available
7010,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7382,RAJDHANI (A.C. Semi Sleeper),18:15,04h 35m,22:50,"3.1
14",INR 442,25 Seats available
7011,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7302,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,05h 20m,00:35,"4.8
11",INR 365,31 Seats available
7012,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7345,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,04h 25m,00:10,"3.9
5",INR 365,31 Seats available
7013,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7355,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,04h 50m,00:50,"3.1
10",INR 365,29 Seats available
7014,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,04h 30m,01:45,"3.7
6",INR 365,29 Seats available
7015,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7384,RAJDHANI (A.C. Semi Sleeper),22:00,04h 45m,02:45,"4.0
8",INR 442,23 Seats available
7016,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7359,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:55,04h 20m,03:15,"4.0
24",INR 365,31 Seats available
7017,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7377,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,04h 15m,03:45,"4.5
17",INR 365,31 Seats available
7018,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,TSRTC - 7375,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:59,04h 56m,04:55,"3.9
52",INR 366,23 Seats available
7019,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),17:30,06h 25m,23:55,3.1,760,41 Seats available
7020,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),18:00,04h 30m,22:30,3.1,760,44 Seats available
7021,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Harikrishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),17:30,04h 30m,22:00,3.1,1140,38 Seats available
7022,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51351,Super Luxury (Non AC Seater 2+2 Push Back),03:45,04h 45m,08:30,"4.0
103",INR 344,23 Seats available
7023,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6593,Super Luxury (Non AC Seater 2+2 Push Back),05:00,05h 15m,10:15,"3.7
85",INR 376,17 Seats available
7024,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6565,Super Luxury (Non AC Seater 2+2 Push Back),05:20,05h 25m,10:45,"3.4
20",INR 344,30 Seats available
7025,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6879,Super Luxury (Non AC Seater 2+2 Push Back),05:30,06h 15m,11:45,"4.1
48",INR 376,24 Seats available
7026,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51453,Super Luxury (Non AC Seater 2+2 Push Back),06:45,05h 45m,12:30,"4.2
16",INR 376,31 Seats available
7027,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 9291,Super Luxury (Non AC Seater 2+2 Push Back),07:00,06h 15m,13:15,"3.9
23",INR 376,33 Seats available
7028,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51244,Super Luxury (Non AC Seater 2+2 Push Back),07:00,05h 00m,12:00,"3.4
7",INR 344,34 Seats available
7029,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51535,Super Luxury (Non AC Seater 2+2 Push Back),07:45,04h 15m,12:00,"3.9
9",INR 344,31 Seats available
7030,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 66360,Super Luxury (Non AC Seater 2+2 Push Back),08:00,06h 00m,14:00,3.7,INR 376,27 Seats available
7031,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6414,INDRA(A.C. Seater),08:30,05h 15m,13:45,"3.7
48",INR 416,34 Seats available
7032,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6428,Super Luxury (Non AC Seater 2+2 Push Back),09:00,04h 15m,13:15,3.7,INR 344,34 Seats available
7033,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51057,Super Luxury (Non AC Seater 2+2 Push Back),09:15,04h 05m,13:20,"3.7
7",INR 344,34 Seats available
7034,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6479,Super Luxury (Non AC Seater 2+2 Push Back),09:45,04h 15m,14:00,"3.3
6",INR 344,32 Seats available
7035,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6436,Super Luxury (Non AC Seater 2+2 Push Back),10:30,04h 30m,15:00,"3.9
5",INR 344,32 Seats available
7036,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6606,Super Luxury (Non AC Seater 2+2 Push Back),11:00,04h 30m,15:30,3.7,INR 344,32 Seats available
7037,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6260,INDRA(A.C. Seater),11:15,03h 58m,15:13,"3.2
43",INR 416,36 Seats available
7038,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51203,Super Luxury (Non AC Seater 2+2 Push Back),11:30,04h 40m,16:10,3.7,INR 344,32 Seats available
7039,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51511,Super Luxury (Non AC Seater 2+2 Push Back),12:00,04h 30m,16:30,"3.0
7",INR 344,32 Seats available
7040,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51538,Super Luxury (Non AC Seater 2+2 Push Back),12:30,04h 50m,17:20,3.7,INR 344,32 Seats available
7041,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51503,Super Luxury (Non AC Seater 2+2 Push Back),13:30,04h 30m,18:00,"1.8
5",INR 344,32 Seats available
7042,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51619,Super Luxury (Non AC Seater 2+2 Push Back),13:45,04h 13m,17:58,"2.9
9",INR 344,34 Seats available
7043,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 5656,Super Luxury (Non AC Seater 2+2 Push Back),14:00,06h 45m,20:45,"4.4
30",INR 376,30 Seats available
7044,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51065,Super Luxury (Non AC Seater 2+2 Push Back),14:15,05h 00m,19:15,"4.1
5",INR 344,32 Seats available
7045,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51353,Super Luxury (Non AC Seater 2+2 Push Back),14:45,04h 00m,18:45,"2.5
11",INR 344,34 Seats available
7046,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 5734,Super Luxury (Non AC Seater 2+2 Push Back),15:15,03h 30m,18:45,3.7,INR 344,33 Seats available
7047,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51451,Super Luxury (Non AC Seater 2+2 Push Back),15:30,04h 30m,20:00,"2.3
5",INR 344,32 Seats available
7048,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 9236,Super Luxury (Non AC Seater 2+2 Push Back),16:00,06h 45m,22:45,3.7,INR 376,32 Seats available
7049,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 5355,Super Luxury (Non AC Seater 2+2 Push Back),16:45,04h 00m,20:45,3.7,INR 344,34 Seats available
7050,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51051,Super Luxury (Non AC Seater 2+2 Push Back),16:45,04h 45m,21:30,"2.8
12",INR 344,32 Seats available
7051,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 5652,Super Luxury (Non AC Seater 2+2 Push Back),17:15,06h 44m,23:59,"3.5
10",INR 376,33 Seats available
7052,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 9295,Super Luxury (Non AC Seater 2+2 Push Back),17:15,04h 15m,21:30,"2.9
9",INR 344,33 Seats available
7053,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6138,Super Luxury (Non AC Seater 2+2 Push Back),17:45,06h 35m,00:20,"3.8
9",INR 396,33 Seats available
7054,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 5664,Super Luxury (Non AC Seater 2+2 Push Back),17:45,04h 30m,22:15,"4.0
7",INR 344,33 Seats available
7055,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6175,Super Luxury (Non AC Seater 2+2 Push Back),18:30,04h 30m,23:00,"4.3
5",INR 344,33 Seats available
7056,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 47144,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:30,05h 25m,23:55,"2.0
4",INR 581,36 Seats available
7057,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 5682,INDRA(A.C. Seater),18:45,04h 15m,23:00,"3.4
44",INR 354,35 Seats available
7058,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 5421,Super Luxury (Non AC Seater 2+2 Push Back),19:00,04h 30m,23:30,"4.7
5",INR 344,33 Seats available
7059,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 5443,VENNELA (A.C. SLEEPER),19:00,05h 45m,00:45,"3.8
9",INR 676,17 Seats available
7060,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 5419,VENNELA (A.C. SLEEPER),19:30,05h 45m,01:15,3.7,INR 676,19 Seats available
7061,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51027,Super Luxury (Non AC Seater 2+2 Push Back),19:30,06h 30m,02:00,"2.9
15",INR 376,34 Seats available
7062,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6471,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",20:00,06h 00m,02:00,"3.9
8",INR 360,31 Seats available
7063,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6485,STAR LINER(NON-AC SLEEPER 2+1),20:00,06h 00m,02:00,"2.3
14",INR 488,25 Seats available
7064,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6604,Super Luxury (Non AC Seater 2+2 Push Back),20:00,06h 15m,02:15,"4.3
13",INR 344,33 Seats available
7065,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6476,Super Luxury (Non AC Seater 2+2 Push Back),20:20,06h 30m,02:50,"2.8
4",INR 376,32 Seats available
7066,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51306,Super Luxury (Non AC Seater 2+2 Push Back),20:30,06h 15m,02:45,"4.3
11",INR 344,33 Seats available
7067,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 5658,Super Luxury (Non AC Seater 2+2 Push Back),20:45,04h 30m,01:15,3.7,INR 344,33 Seats available
7068,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51007,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,06h 15m,03:00,"2.6
16",INR 376,29 Seats available
7069,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 53549,Super Luxury (Non AC Seater 2+2 Push Back),21:00,04h 15m,01:15,3.7,INR 344,27 Seats available
7070,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6833,INDRA(A.C. Seater),21:30,05h 50m,03:20,"4.1
38",INR 455,35 Seats available
7071,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 66441,Super Luxury (Non AC Seater 2+2 Push Back),21:30,06h 00m,03:30,"3.9
55",INR 376,28 Seats available
7072,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6423,Super Luxury (Non AC Seater 2+2 Push Back),21:45,06h 30m,04:15,"4.5
15",INR 376,32 Seats available
7073,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51530,STAR LINER(NON-AC SLEEPER 2+1),21:45,06h 30m,04:15,"4.3
32",INR 488,22 Seats available
7074,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6418,INDRA(A.C. Seater),22:00,05h 00m,03:00,"3.3
19",INR 455,25 Seats available
7075,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51603,INDRA(A.C. Seater),22:30,04h 00m,02:30,"3.8
19",INR 416,37 Seats available
7076,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6432,Super Luxury (Non AC Seater 2+2 Push Back),22:45,04h 15m,03:00,"3.1
8",INR 344,31 Seats available
7077,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6538,Super Luxury (Non AC Seater 2+2 Push Back),22:45,04h 40m,03:25,3.7,INR 344,34 Seats available
7078,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51356,Super Luxury (Non AC Seater 2+2 Push Back),23:00,04h 00m,03:00,"1.8
5",INR 344,34 Seats available
7079,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6469,Super Luxury (Non AC Seater 2+2 Push Back),23:15,04h 15m,03:30,"4.2
7",INR 344,16 Seats available
7080,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6621,Super Luxury (Non AC Seater 2+2 Push Back),23:30,04h 30m,04:00,"4.0
19",INR 344,34 Seats available
7081,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51130,INDRA(A.C. Seater),23:45,03h 43m,03:28,"3.8
48",INR 416,37 Seats available
7082,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6567,Super Luxury (Non AC Seater 2+2 Push Back),23:45,04h 10m,03:55,"4.4
14",INR 344,33 Seats available
7083,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 51059,Super Luxury (Non AC Seater 2+2 Push Back),23:50,04h 40m,04:30,"4.0
31",INR 344,32 Seats available
7084,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,APSRTC - 6421,Super Luxury (Non AC Seater 2+2 Push Back),23:55,04h 15m,04:10,"3.7
17",INR 344,31 Seats available
7085,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,KSM Roadways,Bharat Benz A/C Sleeper (2+1),22:30,14h 30m,13:00,4.7,INR 1299,26 Seats available
7086,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Nanthi Travels,A/C Sleeper (2+1),16:00,05h 50m,21:50,4.2,899,24 Seats available
7087,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),16:15,03h 15m,19:30,3.3,INR 1100,25 Seats available
7088,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,YAS TOURS AND TRAVELS,Volvo A/C Semi Sleeper (2+2),16:30,03h 15m,19:45,"3.8
18",INR 800,32 Seats available
7089,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,JBT TRAVELS,A/C Sleeper (2+1),16:30,06h 15m,22:45,3.3,INR 1099,21 Seats available
7090,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Moksha Travels,A/C Sleeper (2+1),17:00,06h 45m,23:45,4.1,INR 1090,15 Seats available
7091,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),17:02,06h 32m,23:34,4.3,INR 1030,21 Seats available
7092,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Jagan Travels,Mercedes Benz Multi-Axle A/C Sleeper (2+1),17:20,05h 40m,23:00,4.1,INR 970,10 Seats available
7093,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sri Krishna Travels,A/C Sleeper (2+1),17:45,06h 14m,23:59,3.6,INR 800,26 Seats available
7094,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sri Vaari Travels,A/C Sleeper (2+1),17:45,04h 15m,22:00,"4.2
5",INR 1400,20 Seats available
7095,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),17:45,06h 45m,00:30,3.6,INR 700,20 Seats available
7096,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Nanthi Travels,A/C Sleeper (2+1),17:45,06h 00m,23:45,4.2,1400,24 Seats available
7097,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Yolo Bus,Bharat Benz A/C Sleeper (2+1),17:50,05h 55m,23:45,4.3,INR 900,23 Seats available
7098,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Mythri Tours And Travels,A/C Sleeper (2+1),18:15,06h 45m,01:00,4.6,924,18 Seats available
7099,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,JBT TRAVELS,A/C Sleeper (2+1),18:15,04h 30m,22:45,3.6,INR 1099,30 Seats available
7100,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,VSR Tours and Travels,A/C Sleeper (2+1),18:20,07h 10m,01:30,4.5,INR 769,17 Seats available
