,route_names,route_links,bus_names,bus_types,departing_time,duration,reaching_time,star_rating,prices,seats_available
120,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),11:40,06h 55m,18:35,"4.7
267",450,37 Seats available
121,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),12:30,05h 10m,17:40,"4.7
239",500,42 Seats available
122,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),16:20,06h 45m,23:05,"4.6
397",450,37 Seats available
123,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),21:30,06h 35m,04:05,"4.5
562",450,34 Seats available
124,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),23:25,06h 30m,05:55,"4.5
507",450,27 Seats available
125,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),17:30,06h 35m,00:05,"4.5
445",450,41 Seats available
126,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),09:35,07h 25m,17:00,"4.5
369",332,29 Seats available
127,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,06h 20m,06:10,"4.5
356",INR 500,30 Seats available
128,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,06h 45m,05:45,"4.6
198",INR 517,37 Seats available
129,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,AC Sleeper (2+1),23:40,06h 50m,06:30,"4.5
307",INR 911,22 Seats available
130,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),10:00,06h 40m,16:40,"4.5
284",450,33 Seats available
131,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),21:50,06h 15m,04:05,"4.4
472",332,31 Seats available
132,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Durga Malleswari Travels,A/C Sleeper (2+1),22:30,07h 15m,05:45,"4.5
268",827,20 Seats available
133,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:20,06h 35m,05:55,"4.5
251",INR 669,29 Seats available
134,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Sleeper (2+1),23:20,06h 54m,06:14,"4.5
248",INR 810,25 Seats available
135,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Zingbus Plus,A/C Seater / Sleeper (2+1),22:50,06h 50m,05:40,"4.5
182",375,26 Seats available
136,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),06:30,07h 25m,13:55,"4.4
307",570,1 Seat available
137,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),08:40,07h 20m,16:00,"4.4
301",332,20 Seats available
138,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),23:00,07h 30m,06:30,"4.3
466",379,15 Seats available
139,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),04:30,07h 30m,12:00,"4.3
365",332,13 Seats available
140,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),16:00,06h 42m,22:42,"4.3
353",332,25 Seats available
141,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),23:45,06h 10m,05:55,"4.6
277",INR 409,32 Seats available
142,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,A/C Sleeper (2+1),23:45,05h 50m,05:35,"4.3
222",INR 610,17 Seats available
143,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Yolo Bus,A/C Seater / Sleeper (2+1),23:24,06h 19m,05:43,"4.2
305",INR 470,25 Seats available
144,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),11:00,07h 10m,18:10,"4.5
305",450,37 Seats available
145,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),22:35,06h 35m,05:10,"4.2
262",332,27 Seats available
146,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),14:35,07h 25m,22:00,"4.1
435",332,21 Seats available
147,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,BSR Tours And Travels,VE A/C Sleeper (2+1),23:50,06h 25m,06:15,"4.6
79",INR 880,11 Seats available
148,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),13:00,06h 42m,19:42,"4.2
205",332,22 Seats available
149,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),11:35,07h 25m,19:00,"4.1
344",332,26 Seats available
150,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:00,06h 57m,04:57,"4.4
94",INR 550,32 Seats available
151,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),10:35,07h 25m,18:00,"4.1
310",332,34 Seats available
152,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),22:30,07h 30m,06:00,"4.0
527",332,21 Seats available
153,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Sleeper (2+1),23:00,06h 50m,05:50,"4.1
277",INR 810,25 Seats available
154,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Seater / Sleeper (2+1),22:45,06h 55m,05:40,"4.2
157",INR 574,24 Seats available
155,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),23:45,06h 30m,06:15,"4.4
318",450,34 Seats available
156,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),23:25,07h 30m,06:55,"4.0
417",332,36 Seats available
157,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06h 15m,06:00,"4.6
71",INR 447,41 Seats available
158,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:30,06h 15m,05:45,"4.2
114",INR 400,18 Seats available
159,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),21:30,07h 50m,05:20,"4.1
157",534,20 Seats available
160,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Tirumala Xpress,A/C Sleeper (2+1),23:20,06h 50m,06:10,"4.0
165",INR 555,29 Seats available
161,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Durga Malleswari Travels,A/C Sleeper (2+1),22:30,07h 25m,05:55,"4.0
154",827,21 Seats available
162,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Anjani Bus,A/C Seater / Sleeper (2+1),23:15,06h 33m,05:48,"3.9
214",INR 499,28 Seats available
163,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),10:05,07h 45m,17:50,"4.1
94",381,20 Seats available
164,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),22:45,07h 12m,05:57,"4.1
94",379,21 Seats available
165,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,V Kaveri Travels,A/C Seater / Sleeper (2+1),23:05,06h 45m,05:50,"3.9
138",INR 500,24 Seats available
166,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),23:59,07h 13m,07:12,"3.9
132",379,24 Seats available
167,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,NON A/C Sleeper (2+1),23:20,06h 05m,05:25,"3.8
211",INR 470,19 Seats available
168,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,NON A/C Sleeper (2+1),23:10,06h 52m,06:02,"3.9
111",INR 600,23 Seats available
169,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:45,06h 30m,06:15,"3.8
115",INR 800,21 Seats available
170,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Royal Varma Travels,A/C Sleeper (2+1),22:28,06h 49m,05:17,"4.4
55",INR 1080,20 Seats available
171,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:10,07h 20m,05:30,"3.7
122",INR 580,22 Seats available
172,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,YNR Travels,A/C Sleeper (2+1),23:25,06h 35m,06:00,New,3800,32 Seats available
173,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),21:40,08h 20m,06:00,New,INR 599,32 Seats available
174,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Mahi Trans Solutions,A/C Sleeper (2+1),21:40,08h 20m,06:00,New,INR 1299,29 Seats available
175,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),03:05,03h 40m,06:45,New,INR 3999,44 Seats available
176,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Naveen Tours and Travels,A/C Seater / Sleeper (2+1),23:59,07h 06m,07:05,New,INR 3999,45 Seats available
177,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:10,07h 10m,05:50,"3.7
107",INR 890,23 Seats available
178,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,07h 30m,06:45,"3.6
123",INR 500,39 Seats available
179,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:05,06h 35m,05:40,"4.5
41",INR 518,34 Seats available
180,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:55,05h 50m,05:45,"3.8
74",INR 700,26 Seats available
181,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Durga Malleswari Travels,A/C Seater / Sleeper (2+1),22:40,06h 50m,05:30,"3.9
66",551,30 Seats available
182,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),23:50,07h 22m,07:12,"3.9
66",427,30 Seats available
183,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Venkteshwara Travels,A/C Sleeper (2+1),15:20,05h 40m,21:00,"3.4
100",INR 399,27 Seats available
184,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Pavan Tours and Travels,A/C Sleeper (2+1),23:10,06h 05m,05:15,"4.5
64",504,23 Seats available
185,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Venkata Padmavathi Travels,Non A/C Seater / Sleeper (2+1),22:20,07h 40m,06:00,"4.0
48",INR 513,31 Seats available
186,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Atluri Travels,A/C Seater / Sleeper (2+1),23:00,05h 45m,04:45,"4.0
48",INR 560,27 Seats available
187,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:50,07h 30m,06:20,"3.2
116",INR 400,26 Seats available
188,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),11:30,06h 52m,18:22,"4.1
42",379,23 Seats available
189,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sudha Sri Tours and Travels,A/C Sleeper (2+1),23:10,06h 37m,05:47,"4.2
32",INR 699,30 Seats available
190,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),23:35,06h 52m,06:27,"3.9
42",519,19 Seats available
191,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Go Tour Travels and Holidays,A/C Seater / Sleeper (2+1),23:55,06h 15m,06:10,"4.1
33",INR 690,24 Seats available
192,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Holidays Tours and Travels,A/C Seater / Sleeper (2+1),23:45,06h 05m,05:50,"4.9
13",INR 527,31 Seats available
193,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,NON A/C Sleeper (2+1),23:00,06h 30m,05:30,"3.4
56",INR 600,25 Seats available
194,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Nani Svkdt Travels,A/C Sleeper (2+1),23:20,06h 06m,05:26,"3.5
48",INR 870,19 Seats available
195,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Kaveri Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),23:56,06h 04m,06:00,"4.0
25",INR 810,23 Seats available
196,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Mayuri Travels,A/C Sleeper (2+1),23:55,06h 45m,06:40,"4.2
18",INR 999,36 Seats available
197,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,06h 45m,05:45,"3.4
39",INR 560,20 Seats available
198,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Eswar Travels,A/C Seater / Sleeper (2+1),22:55,06h 55m,05:50,"3.8
24",INR 650,27 Seats available
199,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:45,06h 55m,05:35,"3.9
20",INR 600,19 Seats available
200,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:10,06h 25m,05:35,"2.9
78",INR 790,23 Seats available
201,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,AVR Travels,A/C Seater / Sleeper (2+1),23:00,06h 45m,05:45,"2.6
107",INR 1049,26 Seats available
202,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sai Srinivasa Travels,A/C Sleeper (2+1),22:35,07h 10m,05:45,"3.7
20",INR 780,20 Seats available
203,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:05,06h 55m,05:00,"4.0
15",INR 500,24 Seats available
204,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),00:45,06h 15m,07:00,"3.9
17",INR 800,30 Seats available
205,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,GO BUS,Non A/C Seater / Sleeper (2+1),23:20,06h 50m,06:10,"4.1
12",INR 450,30 Seats available
206,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:45,06h 15m,05:00,"3.3
24",INR 600,28 Seats available
207,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),22:45,07h 30m,06:00,"2.4
90",INR 690,17 Seats available
208,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),23:30,06h 30m,06:00,"2.7
60",INR 800,26 Seats available
209,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),01:30,05h 20m,06:50,"4.0
8",INR 1190,28 Seats available
210,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,NON A/C Sleeper (2+1),23:30,06h 10m,05:40,"2.9
43",INR 690,24 Seats available
211,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Komali Travels,Non A/C Seater / Sleeper (2+1),00:29,06h 31m,07:00,"4.0
8",INR 499,29 Seats available
212,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),23:20,07h 00m,06:20,"3.2
18",INR 680,28 Seats available
213,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Prasanna Travels,A/C Seater / Sleeper (2+1),23:15,06h 10m,05:25,"2.7
47",INR 555,31 Seats available
214,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Mayuri Travels,Non A/C Seater / Sleeper (2+1),23:55,05h 05m,05:00,"3.3
14",INR 670,34 Seats available
215,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:55,06h 30m,06:25,"3.8
9",INR 500,22 Seats available
216,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Meghana Travels,A/C Seater / Sleeper (2+1),00:00,06h 12m,06:12,"4.3
5",INR 590,39 Seats available
217,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),00:25,06h 30m,06:55,"3.8
7",INR 500,25 Seats available
218,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vikram Travels,A/C Sleeper (2+1),03:45,05h 16m,09:01,"4.3
4",INR 500,3 Seats available
219,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:50,07h 35m,06:25,"3.5
9",INR 560,17 Seats available
220,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),23:40,06h 25m,06:05,"4.4
4",INR 499,43 Seats available
221,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,YNR Travels,A/C Sleeper (2+1),16:15,06h 05m,22:20,"4.4
4",3800,31 Seats available
222,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),22:15,07h 00m,05:15,"2.6
36",INR 890,22 Seats available
223,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Sleeper (2+1),02:10,05h 00m,07:10,"3.3
11",INR 955,4 Seats available
224,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sai Dasari Travels,Non A/C Seater / Sleeper (2+1),22:59,07h 11m,06:10,"4.3
4",INR 550,17 Seats available
225,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:59,07h 11m,07:10,"3.8
6",INR 610,27 Seats available
226,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Moonlight Travels,A/C Sleeper (2+1),23:00,07h 05m,06:05,"2.7
27",INR 550,21 Seats available
227,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),00:30,06h 50m,07:20,"2.9
24",INR 400,25 Seats available
228,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:55,06h 05m,05:40,"2.3
29",INR 890,21 Seats available
229,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Laharisa Tours and Travels,Non A/C Seater / Sleeper (2+1),23:45,05h 53m,05:38,"2.8
18",INR 620,26 Seats available
230,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),00:25,06h 05m,06:30,"2.6
25",INR 599,18 Seats available
231,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sai Sri Durga Travels,Non A/C Seater / Sleeper (2+1),23:20,07h 00m,06:20,"2.5
28",INR 3000,40 Seats available
232,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Nani Svkdt Travels,A/C Sleeper (2+1),23:56,06h 04m,05:45,"2.9
13",INR 1110,15 Seats available
233,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vinay's Tours and Travels,A/C Sleeper (2+1),22:30,06h 55m,05:25,"2.6
20",INR 699,22 Seats available
234,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:55,07h 05m,06:00,"2.4
18",INR 610,32 Seats available
235,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Chandu Travels,A/C Seater / Sleeper (2+1),23:45,06h 10m,05:55,"2.7
16",475,29 Seats available
236,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),15:30,07h 35m,23:05,"1.7
36",INR 790,21 Seats available
237,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Navayuga Travels,NON AC Seater / Sleeper 2+1,00:25,06h 16m,06:41,"2.7
13",INR 560,32 Seats available
238,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sai RK Travels,Non A/C Seater / Sleeper (2+1),23:30,06h 22m,05:52,"3.4
5",INR 499,26 Seats available
239,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),00:15,06h 35m,06:50,"2.4
21",INR 400,35 Seats available
